23100	13393
23200	13915
23300	8477
23400	3566
23500	7563
23600	2244
23700	6298
23800	12084
23900	16878
24000	3131
24100	5215
24200	8318
24300	7047
24400	12639
24500	1779
24600	2859
24700	1835
24800	16830
24900	11911
25000	5864
25100	17002
25200	13013
25300	67
25400	2439
25500	14579
25600	8004
25700	13958
25800	6556
25900	5343
26000	13447
26100	14989
26200	10405
26300	2961
26400	14930
26500	1595
26600	11008
26700	1504
26800	12567
26900	5908
27000	3532
27100	13890
27200	16312
27300	10146
27400	553
27500	10714
27600	5532
27700	1490
27800	14902
27900	11861
28000	5882
28100	5284
28200	13594
28300	3334
28400	2118
28500	19012
28600	2423
28700	9970
28800	6765
28900	13027
29000	8485
29100	7543
29200	17679
29300	3457
29400	4665
29500	12365
29600	1308
29700	3241
29800	14742
29900	8664
30000	14190
30100	6862
30200	6850
30300	18702
30400	1245
30500	5091
30600	11775
30700	5420
30800	5517
30900	15248
31000	3444
31100	15
31200	14091
31300	6007
31400	8272
31500	1868
31600	102
31700	13175
31800	15513
31900	3835
32000	17112
32100	12112
32200	14976
32300	8422
32400	10287
32500	1345
32600	18659
32700	11054
32800	1088
32900	1854
33000	6251
33100	12584
33200	10310
33300	7478
33400	19320
33500	20823
33600	7519
33700	10697
33800	13260
33900	19137
34000	7288
34100	1532
34200	1785
34300	5188
34400	9558
34500	1494
34600	3381
34700	21174
34800	331
34900	7677
35000	8137
35100	20701
35200	8574
35300	12461
35400	17418
35500	21442
35600	11341
35700	18799
35800	20454
35900	13299
36000	20421
36100	3247
36200	2273
36300	1066
36400	20554
36500	4447
36600	18574
36700	16697
36800	2342
36900	7664
37000	17472
37100	7409
37200	19355
37300	18228
37400	11393
37500	18523
37600	12366
37700	19216
37800	20143
37900	13307
38000	9404
38100	9435
38200	11400
38300	9356
38400	4791
38500	14233
38600	8667
38700	4727
38800	15250
38900	19989
39000	20892
39100	1347
39200	12832
39300	13442
39400	4356
39500	16494
39600	15398
39700	15572
39800	5225
39900	12448
40000	7399
40100	16850
40200	20565
40300	19471
40400	20375
40500	18274
40600	14395
40700	15625
40800	16564
40900	20092
41000	17721
41100	1069
41200	4228
41300	2356
41400	19958
41500	13587
41600	3246
41700	16215
41800	9047
41900	13512
42000	8190
42100	8259
42200	14547
42300	11848
42400	11106
42500	13162
42600	18463
42700	23237
42800	23773
42900	11872
43000	9224
43100	1775
43200	17173
43300	13435
43400	22924
43500	4013
43600	2590
43700	16370
43800	18245
43900	2681
44000	7144
44100	5078
44200	1208
44300	22647
44400	23324
44500	14489
44600	7495
44700	21907
44800	17771
44900	15441
45000	22792
45100	576
45200	15026
45300	10939
45400	23428
45500	159
45600	21596
45700	4637
45800	6713
45900	15494
46000	22838
46100	8046
46200	19740
46300	13200
46400	17009
46500	17088
46600	4448
46700	11539
46800	24363
46900	3551
47000	11544
47100	23197
47200	9453
47300	24963
47400	6899
47500	7240
47600	1917
47700	918
47800	24436
47900	6924
48000	5436
48100	6539
48200	7779
48300	24014
48400	5888
48500	7533
48600	2141
48700	1863
48800	17807
48900	12999
49000	6845
49100	23529
49200	3215
49300	19667
49400	3848
49500	13569
49600	7822
49700	22442
49800	24497
49900	8925
50000	15059
50100	19645
50200	11924
50300	9165
50400	18339
50500	5896
50600	2884
50700	14609
50800	14968
50900	12705
51000	2812
51100	827
51200	13868
51300	8459
51400	226
51500	4566
51600	17063
51700	24576
51800	8204
51900	16702
52000	13835
52100	13432
52200	14270
52300	14105
52400	25649
52500	9311
52600	8265
52700	2984
52800	9095
52900	22720
53000	22740
53100	22442
53200	19378
53300	1708
53400	17755
53500	948
53600	19510
53700	22659
53800	11805
53900	17968
54000	4592
54100	25458
54200	4798
54300	24956
54400	7776
54500	13773
54600	18595
54700	25537
54800	732
54900	10318
55000	4228
55100	2394
55200	17688
55300	2995
55400	2064
55500	16005
55600	14453
55700	15293
55800	9105
55900	20681
56000	4843
56100	7860
56200	18196
56300	12513
56400	24322
56500	13516
56600	5427
56700	2003
56800	15824
56900	20631
57000	9096
57100	25678
57200	7065
57300	10523
57400	22868
57500	5498
57600	21663
57700	12304
57800	6645
57900	27029
58000	4445
58100	14955
58200	8436
58300	6286
58400	1560
58500	4527
58600	412
58700	17875
58800	15180
58900	22259
59000	12665
59100	11589
59200	6142
59300	20727
59400	9286
59500	2436
59600	7080
59700	13047
59800	8950
59900	128
60000	2064
60100	21647
60200	961
60300	4398
60400	25746
60500	18349
60600	25377
60700	12755
60800	804
60900	19037
61000	18930
61100	11813
61200	15849
61300	8104
61400	18162
61500	8760
61600	10581
61700	13090
61800	19654
61900	19427
62000	12696
62100	12386
62200	3544
62300	12015
62400	917
62500	21753
62600	27698
62700	2431
62800	18215
62900	8791
63000	14766
63100	22280
63200	19600
63300	19126
63400	27353
63500	14711
63600	27154
63700	16674
63800	12553
63900	22417
64000	18776
64100	20929
64200	7085
64300	22950
64400	12951
64500	11853
64600	7226
64700	1032
64800	27760
64900	21338
65000	19273
65100	4797
65200	10369
65300	21118
65400	26695
65500	17039
65600	6121
65700	23820
65800	27296
65900	7019
66000	17814
66100	8236
66200	13262
66300	24189
66400	18819
66500	4341
66600	22259
66700	19710
66800	23720
66900	26900
67000	17832
67100	20821
67200	2136
67300	1104
67400	10897
67500	5081
67600	20211
67700	19388
67800	10710
67900	14850
68000	25680
68100	19910
68200	18682
68300	26807
68400	2725
68500	26947
68600	20435
68700	4618
68800	28336
68900	9523
69000	22197
69100	23047
69200	11983
69300	17801
69400	133
69500	727
69600	24027
69700	24056
69800	7937
69900	21786
70000	19550
70100	11714
70200	24793
70300	6076
70400	8727
70500	27376
70600	19370
70700	27810
70800	25872
70900	21289
71000	13330
71100	9546
71200	24546
71300	25916
71400	15478
71500	8658
71600	3941
71700	5766
71800	12540
71900	22847
72000	6782
72100	17481
72200	3388
72300	11840
72400	27385
72500	12877
72600	5029
72700	17367
72800	22912
72900	9014
73000	13062
73100	6708
73200	9867
73300	17717
73400	21356
73500	18626
73600	2609
73700	22486
73800	27052
73900	1282
74000	8321
74100	6279
74200	4179
74300	13698
74400	6971
74500	26366
74600	12199
74700	52
74800	19842
74900	17882
75000	8095
75100	17534
75200	15933
75300	27239
75400	26240
75500	5165
75600	23753
75700	24807
75800	5884
75900	8373
76000	22682
76100	2559
76200	14434
76300	2530
76400	10186
76500	3271
76600	525
76700	24670
76800	25456
76900	22863
77000	3408
77100	22327
77200	24313
77300	19750
77400	7115
77500	10936
77600	5027
77700	5467
77800	17292
77900	6926
78000	17312
78100	6357
78200	18382
78300	3723
78400	5307
78500	15530
78600	5261
78700	19234
78800	8872
78900	25098
79000	14792
79100	7369
79200	21564
79300	18458
79400	22888
79500	21536
79600	27309
79700	13004
79800	20296
79900	2179
80000	21765
80100	3872
80200	12763
80300	25568
80400	4085
80500	17179
80600	22874
80700	27410
80800	12900
80900	5492
81000	14944
81100	18246
81200	12379
81300	29672
81400	232
81500	11130
81600	3062
81700	16430
81800	6925
81900	23936
82000	12045
82100	12162
82200	20104
82300	2521
82400	8453
82500	8916
82600	25882
82700	29465
82800	28528
82900	493
83000	25979
83100	1693
83200	14801
83300	29290
83400	6501
83500	16109
83600	17094
83700	11628
83800	27408
83900	12845
84000	14831
84100	7426
84200	24911
84300	5596
84400	12648
84500	25632
84600	5786
84700	22811
84800	28991
84900	2747
85000	15530
85100	1166
85200	23753
85300	12703
85400	15287
85500	25080
85600	23040
85700	13338
85800	15291
85900	3742
86000	991
86100	7198
86200	27422
86300	28270
86400	19707
86500	10726
86600	775
86700	13059
86800	3528
86900	13633
87000	1652
87100	19606
87200	15543
87300	20250
87400	12219
87500	13920
87600	16225
87700	19307
87800	2913
87900	4127
88000	2341
88100	5572
88200	20205
88300	7137
88400	24457
88500	22192
88600	29907
88700	28858
88800	4775
88900	9775
89000	19718
89100	26830
89200	13767
89300	12642
89400	9968
89500	8242
89600	11165
89700	8251
89800	18175
89900	19025
90000	14961
90100	2013
90200	23737
90300	23385
90400	10376
90500	20687
90600	7971
90700	10850
90800	11360
90900	4253
91000	25800
91100	25026
91200	14713
91300	24278
91400	15486
91500	20479
91600	15221
91700	2826
91800	7915
91900	10639
92000	5231
92100	4087
92200	12403
92300	11928
92400	5037
92500	24765
92600	25916
92700	2899
92800	15531
92900	20509
93000	25975
93100	18738
93200	1955
93300	14515
93400	25487
93500	12552
93600	15654
93700	13975
93800	19123
93900	7654
94000	7562
94100	2669
94200	22407
94300	16255
94400	26922
94500	25262
94600	1790
94700	2241
94800	18473
94900	7099
95000	21391
95100	11716
95200	5494
95300	576
95400	2856
95500	7467
95600	25565
95700	18628
95800	10745
95900	26766
96000	19279
96100	12675
96200	27182
96300	10670
96400	28586
96500	27245
96600	4706
96700	20105
96800	7547
96900	2944
97000	27636
97100	29347
97200	4751
97300	4342
97400	7756
97500	13853
97600	20215
97700	3260
97800	16342
97900	19047
98000	16398
98100	24383
98200	25453
98300	25609
98400	7599
98500	1714
98600	6599
98700	14543
98800	24100
98900	29132
99000	28985
99100	14404
99200	29676
99300	9718
99400	31071
99500	6647
99600	25631
99700	11342
99800	27714
99900	30516
